Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"What's the most breathtaking animal photo you've seen?",https://www.quora.com/What%E2%80%99s-the-most-breathtaking-animal-photo-you%E2%80%99ve-seen,1185,31,2y,https://qph.fs.quoracdn.net/main-qimg-b3d861ea8324b71091f7288e71433eeb-lq,"I have a particular fondness of African wildlife, so I'll share some photos here of this magnificent faunal assemblage.                                                            Alright, that's enough from me. Hope you enjoyed the pictures....(more)"
"Do you believe a giant shark, like the one in Jaws, is out there?",https://www.quora.com/Do-you-believe-a-giant-shark-like-the-one-in-Jaws-is-out-there,264,10,2y,https://qph.fs.quoracdn.net/main-qimg-7d1f402e844f1662ec1f5341e1d23170-lq,"Bruce, the robot shark used in the production of Jaws (also known as the great white turd to Steven Spielberg... it was a frustrating piece of equipment), was about 7.6 metres long.  There are 1870s reports from near Port Fairy, Australia, of a 10.9 metre great white shark, and 1930s ones from New Bruns...(more)"
"Over the course of human evolution, have mankind's fingernails most recently shrunk to become what they currently are, or have they enlarged? What were the transitional phases from claw to nail?",https://www.quora.com/Over-the-course-of-human-evolution-have-mankinds-fingernails-most-recently-shrunk-to-become-what-they-currently-are-or-have-they-enlarged-What-were-the-transitional-phases-from-claw-to-nail,264,22,2y,https://qph.fs.quoracdn.net/main-qimg-d906fb35f519fc08dd5702aefaf7e63f-lq,"Interesting question. I did some quick research and it seems chimpanzees have fingernails of varied length. This guy's are fairly short:  While this one's nails could do with a trim:  Ultimately, however, it seems pretty familiar, right? Well, just to be sure, I looked for a picture of the nails of a hu...(more)"
"How big can a fossa get?",https://www.quora.com/How-big-can-a-fossa-get,33,5,Updated 2y,https://qph.fs.quoracdn.net/main-qimg-3782879c4e182650f4056295d6e17f05-lq,"In terms of length, adult males can reach a maximum of 1.5 metres, with the tail making up a little under half of that measurement. The heaviest scientifically verified fossas weigh 8.6 kilograms, however; there are some reports of 20 kilogram individuals.  There is a Pleistocene species of fossa, Cry...(more)"
"Do you think there have been different versions/models of the homo sapien as we have evolved?",https://www.quora.com/Do-you-think-there-have-been-different-versions-models-of-the-homo-sapien-as-we-have-evolved,30,4,2y,https://qph.fs.quoracdn.net/main-qimg-c522b01384c9c39367920595d8465749-lq,"Yes, there have been. Currently, there are two confirmed subspecies of Homo sapiens, with several more unconfirmed. The only one which survives to the present is Homo sapiens sapiens, the type subspecies. This is a famous reconstruction of an extinct subspecies, Homo sapiens idaltu. Also known as Hert...(more)"
"How does evolution explain how something can go from not flying to flying, and other examples like this where it seems there is no mid-point, it either can or can't?",https://www.quora.com/How-does-evolution-explain-how-something-can-go-from-not-flying-to-flying-and-other-examples-like-this-where-it-seems-there-is-no-mid-point-it-either-can-or-cant,92,3,2y,https://qph.fs.quoracdn.net/main-qimg-2c0b902271097ba173d0619d266d9884-lq,"The origin of insect flight is currently mysterious as bugs often don't preserve well due to their fragility. However, we have plausible hypotheses.  Perhaps the most detailed is the paranotal hypothesis. Many early insect fossils have these lateral flaps, very wing-like in structure, which were proba...(more)"
"What are some animals whose names don't accurately describe them? For example, a prairie dog is not a dog.",https://www.quora.com/What-are-some-animals-whose-names-dont-accurately-describe-them-For-example-a-prairie-dog-is-not-a-dog,253,32,2y,https://qph.fs.quoracdn.net/main-qimg-9a155580c689a9f1b31b9eb35bbd5f17-lq,"Alright, here goes. Brace yourselves; I know... a fair few. * Jellyfish - obviously not a fish  * Starfish - same here  * Sand dollar - unfortunately not a dollar, but a squashed sea urchin  * Bearcat - neither bear nor cat but civet relative  * Slowworm - not a worm of course, but a legless lizard  * Golden jackal - much c...(more)"
"What is the most promising evidence supporting Darwin's theory of evolution that was discovered this decade?",https://www.quora.com/What-is-the-most-promising-evidence-supporting-Darwins-theory-of-evolution-that-was-discovered-this-decade,58,21,2y,?,"Let me get this straight; the theory of evolution is done. We've moved on. It was established as a scientific fact in the early 20th century and there's not much about it we don't understand. We haven't needed any more evidence for nearly a century, let alone a decade, so anything we've seen in the l...(more)"
"What's the oddest lifeform ever discovered?",https://www.quora.com/Whats-the-oddest-lifeform-ever-discovered,2708,128,2y,https://qph.fs.quoracdn.net/main-qimg-f977dcd28854cb6e041602bc19f5f0cc-lq,"The other answerers' submissions are all well and good, but If I'm honest, I think I can do them one better with these critters. Rhizocephala  If I was to bet on the most bizarre animal in the world, my submission would be the barnacles of the superorder Rhizocephala. They're also pretty spine-chilling...(more)"
"If you had to fist fight an animal starting with the letter A, what would it be?",https://www.quora.com/If-you-had-to-fist-fight-an-animal-starting-with-the-letter-A-what-would-it-be,9,2,2y,https://qph.fs.quoracdn.net/main-qimg-247d2a75619049a8f05da3d9f942336b-lq,"Arnold Schwarzenegger. Just joking. I would choose Ammonicera minortalis.  This marine snail can grow to a maximum of 0.4 millimeters and is the world's smallest mollusk. I could crush it with my eyelids, let alone my fists....(more)"
"Could mammals ever have rivaled dinosaurs without the asteroid?",https://www.quora.com/Could-mammals-ever-have-rivaled-dinosaurs-without-the-asteroid,238,4,2y,https://qph.fs.quoracdn.net/main-qimg-a1b88de93b554b2c9397c8e4ce7b6ccb-lq,"Well, one thing that must be said is that dinosaur-age mammals (and their close relatives) were much more diverse than we once thought. This, for example, is Castorocauda, a Jurassic mammaliaform which was highly convergent on modern beavers. It had specialized fish-eating teeth and a paddle-like ta...(more)"
"Which animal runs faster than the leopard?",https://www.quora.com/Which-animal-runs-faster-than-the-leopard,12,0,2y,https://qph.fs.quoracdn.net/main-qimg-ad7594e88b3599f2bc876e541d22e172,"Many large mammals. Wikipedia has a list of fast mammals, though it is of course greatly incomplete:  Leopards would be just below spotted hyenas at a maximum of 58 km/h. Like I said, the list is incomplete; an impala, for example, can sprint at 80 km/h but is nowhere to be seen on the list. I'd say mo...(more)"
"What is the scariest but least aggressive animal?",https://www.quora.com/What-is-the-scariest-but-least-aggressive-animal,369,16,2y,https://qph.fs.quoracdn.net/main-qimg-56e9214f62163b47626ce3afd278b30a-lq,"Solifuges  Also known as camel spiders, solifuges are arachnids, not quite spiders though, which can grow to over six inches in diameter. In addition to this, they have enormous chelicerae and are covered in long hair. Also, they can run at an impressive 16 km/h. In other words, they're pretty damn sc...(more)"
"Can you create a 7 word sentence about 77 different things?",https://www.quora.com/Can-you-create-a-7-word-sentence-about-77-different-things,0,0,2y,?,"There are 77 things in my wardrobe."
"What were some of the largest animals that pre-dated dinosaurs?",https://www.quora.com/What-were-some-of-the-largest-animals-that-pre-dated-dinosaurs,346,19,2y,https://qph.fs.quoracdn.net/main-qimg-c90ae3731659b9bd9dc62f81f7599afe-lq,"The largest known animal from the Paleozoic era is, to my knowledge, Dunkleosteus terrelli, an enormous predatory fish weighing four metric tons.  It doesn't look that heavy at first, being only 6 metres, but its armour plating would have weighed it down a lot. It belonged to an extinct class of jawed...(more)"
"What non-sauropod dinosaur can fight off a T-Rex 1 on 1?",https://www.quora.com/What-non-sauropod-dinosaur-can-fight-off-a-T-Rex-1-on-1,18,0,2y,https://qph.fs.quoracdn.net/main-qimg-a0ce67540d7eac33a45601e81db14637-lq,"* Large ceratopsians like Triceratops, Eotriceratops, Ojoceratops and Bravoceratops.  * Large thyreophorans like Ankylosaurus, Stegosaurus, Dacentrurus and Cedarpelta  * Extremely big ornithopods, perhaps Shantungosaurus or Iguanodon.  * Maybe the largest of prosauropods, like that unnamed giant anchisaur.  * Large h...(more)"
"What made the animals mostly smaller over the years? Why did the predators get smaller while there are still animals like elephants that are colossal compared to the predator that might hunt it?",https://www.quora.com/What-made-the-animals-mostly-smaller-over-the-years-Why-did-the-predators-get-smaller-while-there-are-still-animals-like-elephants-that-are-colossal-compared-to-the-predator-that-might-hunt-it,218,11,2y,https://qph.fs.quoracdn.net/main-qimg-891f59233e1cb458e691619b69e6059c-lq,"All the largest land predators of all time were theropod dinosaurs, and all the top 10 heaviest lived in the Cretaceous period. Why were they so big? Well, because their food was.  So then, the next question which follows is why don't we have any such herbivores today? Among the main reasons is that t...(more)"
"Why don't strong animals/predators have large defined pectoral muscles like we do?",https://www.quora.com/Why-dont-strong-animals-predators-have-large-defined-pectoral-muscles-like-we-do,8403,185,2y,https://qph.fs.quoracdn.net/main-qimg-6d31cfe229378088702285582995b1cb,"These are humans in their 'natural state'.  I assure you, these men are in superb physical condition. Chances are they're fitter than you. However, they're not excessively muscular, at least superficially - nor is any 'natural' animal. There are no Arnold Schwarzeneggers hunting kudu in the Kalahari or...(more)"
"How did the eyes evolve from simple organisms to complex human eyes?",https://www.quora.com/How-did-the-eyes-evolve-from-simple-organisms-to-complex-human-eyes,215,8,2y,https://qph.fs.quoracdn.net/main-qimg-2f5656286e7e94c1ed20dae00a724848-lq,"The earliest rudiments of eyes are very simple things to get in order. Even single-celled organisms have them. You see the red spot on this Excavate (looks to be a Euglena sp.)?  That's an eyespot, or stigmatum. With its little patch of photoreceptors, algae cannot only sense the presence or absence o...(more)"
